filename,dice,iou
150_190.png,0.7696856433893496,0.625600798
150_191.png,0.770951765,0.6272754334194409
150_192.png,0.8217488789500607,0.6974310181537805
150_193.png,0.8289944298110533,0.7079338057462048
150_194.png,0.8458827203869838,0.7329261378967769
150_195.png,0.7870322563402494,0.6488484632026058
150_46.png,0.7124195903926202,0.5533010483350086
150_47.png,0.6671306017556985,0.5005221086885132
150_48.png,0.649292472,0.4807054516201365
150_49.png,0.6488380443426516,0.4802074552871371
150_50.png,0.6535950744230147,0.48543722773636516
150_51.png,0.6443124759023378,0.475266213
150_52.png,0.7299987859985433,0.5748016442835672
150_53.png,0.8237236442683752,0.7002807123448516
150_54.png,0.747549214,0.5968691323452248
155_175.png,0.9008608158282843,0.8196057686087803
155_176.png,0.8850136784523985,0.7937439781770275
155_177.png,0.8405569439675643,0.7249661288900591
155_178.png,0.8456804530401208,0.7326224833498015
155_179.png,0.7730046581320633,0.629998038
155_180.png,0.7956884126344942,0.66069979
155_181.png,0.7742110292237624,0.6316022151725063
155_182.png,0.8354462262005085,0.7173960061237122
155_183.png,0.8141332352112034,0.6865301055965859
155_184.png,0.7741052631876177,0.6314614460691521
155_185.png,0.7830523174523567,0.6434560242216282
155_186.png,0.7615833230225111,0.6149653321279778
155_187.png,0.7646643285002089,0.6189931580451066
15_24.png,0.7407270079135633,0.5882179738809561
15_25.png,0.7519263887280271,0.6024695835141266
15_26.png,0.7620654432207341,0.6155942889642881
15_27.png,0.7712112607299401,0.6276190822106107
15_28.png,0.7494425061351597,0.599286726
15_29.png,0.7483870968007182,0.5979381443976252
15_30.png,0.7236361787865538,0.5669513400517907
15_31.png,0.7146685331752156,0.5560188571319188
15_32.png,0.7224121538524455,0.565450083
15_33.png,0.6883155312764702,0.5247569424921761
15_34.png,0.700277789,0.5387903525730924
15_35.png,0.7044969127699413,0.5438018016001257
15_36.png,0.718227888,0.5603397684076695
15_37.png,0.7037737305425439,0.5429404936232339
15_38.png,0.7133547301544724,0.5544299947441738
15_39.png,0.7091439689010676,0.5493594574935068
15_40.png,0.7005940674661306,0.5391648983367924
15_41.png,0.7027621040488217,0.5417372605985701
15_42.png,0.6676957620341873,0.501158627
160_32.png,0.7359833851314334,0.5822576827795288
160_33.png,0.7506616880619303,0.6008474093242343
160_34.png,0.7471165202453268,0.59631764
160_35.png,0.6976659005651958,0.5357042412622758
160_36.png,0.7306768904607511,0.5756429430844194
160_37.png,0.774372446,0.631817099
160_38.png,0.7687678116310964,0.624388981
160_39.png,0.7686402324918135,0.6242206809177676
160_40.png,0.7913002863563044,0.6546706989827502
160_41.png,0.7679184312699037,0.6232691493788047
160_42.png,0.740206057,0.5875612129486782
160_43.png,0.6981809913940222,0.5363118734872128
165_10.png,0.5339772195664003,0.3642352812130329
165_11.png,0.5608805500380186,0.3897387045754657
165_12.png,0.6393235626517872,0.4698571572366496
165_140.png,0.6001209589839122,0.4286948668831959
165_281.png,0.625754961,0.4553445300435974
165_282.png,0.5704142892458758,0.3990067087734654
165_283.png,0.5956900880211795,0.42418705660836054
165_284.png,0.5977037932268215,0.4262321971990289
165_285.png,0.6387929715356967,0.4692842148682184
165_286.png,0.6319213584214618,0.46190426435464454
165_287.png,0.6010011552558719,0.429593747
165_288.png,0.6295876907503302,0.4594147955479684
165_5.png,0.5306089840552441,0.3611080906478066
165_6.png,0.541831061,0.37158318666710716
165_7.png,0.6074738296656443,0.4362387168871848
165_8.png,0.5657463475055559,0.394453482
165_9.png,0.5093331757417592,0.3416814324857373
170_219.png,0.6647846237484668,0.4978856861833311
170_220.png,0.7178836544447171,0.559920835
170_221.png,0.7646518204589783,0.6189767655528258
170_65.png,0.7521719186900138,0.6027848948194753
170_66.png,0.7224573416014156,0.5655054544836778
170_67.png,0.734343919,0.5802081076132217
170_68.png,0.7469076188669108,0.5960515203555634
170_69.png,0.752370058,0.6030394368815126
170_70.png,0.7183478541828529,0.5604858202625511
170_71.png,0.6929401758246397,0.5301518439064129
170_72.png,0.6609302664201311,0.49357419550853016
170_73.png,0.5827879002760937,0.4112213693735222
170_74.png,0.5594333601458363,0.38834257626946106
175_37.png,0.8623965541894989,0.758081876
175_38.png,0.8852589043714955,0.7941385742977753
175_39.png,0.8690755513973986,0.7684647303313384
175_40.png,0.8348447838733521,0.7165095022062187
175_41.png,0.7756265462178098,0.6334885355891112
175_42.png,0.7732312264474768,0.6302990776685147
175_43.png,0.7724489796137419,0.6292601829342901
175_44.png,0.8090593677901832,0.6793448354515028
175_45.png,0.783923485,0.6446333556234377
175_46.png,0.8030520887441717,0.6709164878638376
180_115.png,0.8022621726801131,0.6698145073226258
180_116.png,0.7247987806267265,0.5683799306771844
180_117.png,0.7061070004001341,0.5457228694005003
180_118.png,0.7231460832244766,0.5663498962267615
180_119.png,0.7433813058050454,0.5915726936701479
180_120.png,0.7904081162279484,0.6534502478586689
180_121.png,0.7745958686944753,0.6321146215684557
180_122.png,0.7519950522951087,0.6025577492442559
180_123.png,0.7257547891420145,0.5695566151650033
185_186.png,0.6698523479026007,0.5035924747890851
185_187.png,0.6924139704085496,0.5295360724183317
185_188.png,0.6827037351779813,0.5182613459557182
185_189.png,0.7004268854419073,0.5389668943161524
185_190.png,0.7202594745510068,0.5628168056535436
185_191.png,0.7597155576389298,0.6125333284335143
185_192.png,0.7265744485916262,0.570566884
185_193.png,0.7394890899729681,0.5866582225830198
185_194.png,0.748636219,0.5982562631942928
185_195.png,0.7966356003409649,0.6620069536837292
185_196.png,0.7802023579919573,0.6396162208999867
185_197.png,0.7399255822345561,0.5872078441255939
185_198.png,0.7532233262725894,0.6041365243698829
185_199.png,0.7299674358136926,0.5747627710164662
185_200.png,0.694990764,0.532556203
185_201.png,0.670058708,0.5038257799678584
185_516.png,0.5957376115915444,0.4242352544491743
185_517.png,0.5731964280217625,0.40173464613193705
185_518.png,0.5493955095477768,0.37873556385005125
185_519.png,0.5250232943860624,0.3559536177449036
185_520.png,0.5176029883792126,0.34916623845737443
185_521.png,0.5269772727810254,0.3577523028778559
185_522.png,0.6092224304054279,0.4380444751188208
185_523.png,0.6457244478712889,0.4768043304978339
185_524.png,0.5851783176234405,0.41360570380358475
185_525.png,0.6392585237154242,0.46978690289582814
185_526.png,0.6782416151509942,0.5131358522018298
185_527.png,0.5884536748643531,0.4168858396384818
